State,StateFIPS,Date,Total Cases,Incremental Cases,cases moving_avg,Total Deaths,Incremental Deaths,death moving_avg
RI,44,7/6/21,152698,55,15.57142857,2730,0,0.285714286
RI,44,7/7/21,152738,40,17.85714286,2730,0,0
RI,44,7/8/21,152748,10,18.57142857,2730,0,0
RI,44,7/9/21,152729,-19,12.28571429,2730,0,0
RI,44,7/10/21,152729,0,12.28571429,2730,0,0
RI,44,7/11/21,152729,0,12.28571429,2730,0,0
RI,44,7/12/21,152842,113,28.42857143,2731,1,0.142857143
RI,44,7/13/21,152842,0,20.57142857,2731,0,0.142857143
RI,44,7/14/21,152873,31,19.28571429,2732,1,0.285714286
RI,44,7/15/21,152927,54,25.57142857,2736,4,0.857142857
RI,44,7/16/21,152927,0,28.28571429,2736,0,0.857142857
RI,44,7/17/21,152927,0,28.28571429,2736,0,0.857142857
RI,44,7/18/21,152927,0,28.28571429,2736,0,0.857142857
RI,44,7/19/21,153103,176,37.28571429,2737,1,0.857142857
RI,44,7/20/21,153168,65,46.57142857,2738,1,1
RI,44,7/21/21,153269,101,56.57142857,2738,0,0.857142857
RI,44,7/22/21,153355,86,61.14285714,2739,1,0.428571429
RI,44,7/23/21,153447,92,74.28571429,2739,0,0.428571429
RI,44,7/24/21,153447,0,74.28571429,2739,0,0.428571429
RI,44,7/25/21,153447,0,74.28571429,2739,0,0.428571429
RI,44,7/26/21,153697,250,84.85714286,2739,0,0.285714286
RI,44,7/27/21,153802,105,90.57142857,2739,0,0.142857143
RI,44,7/28/21,153954,152,97.85714286,2739,0,0.142857143
RI,44,7/29/21,154153,199,114,2739,0,0
RI,44,7/30/21,154339,186,127.4285714,2740,1,0.142857143
RI,44,7/31/21,154339,0,127.4285714,2740,0,0.142857143
RI,44,8/1/21,154339,0,127.4285714,2740,0,0.142857143
RI,44,8/2/21,154790,451,156.1428571,2740,0,0.142857143
RI,44,8/3/21,154985,195,169,2740,0,0.142857143
RI,44,8/4/21,155287,302,190.4285714,2743,3,0.571428571
RI,44,8/5/21,155527,240,196.2857143,2743,0,0.571428571
RI,44,8/6/21,155825,298,212.2857143,2743,0,0.428571429
RI,44,8/7/21,155825,0,212.2857143,2743,0,0.428571429
RI,44,8/8/21,155825,0,212.2857143,2743,0,0.428571429
RI,44,8/9/21,156359,534,224.1428571,2743,0,0.428571429
RI,44,8/10/21,156539,180,222,2744,1,0.571428571
RI,44,8/11/21,156824,285,219.5714286,2744,0,0.142857143
RI,44,8/12/21,157188,364,237.2857143,2744,0,0.142857143
RI,44,8/13/21,157589,401,252,2744,0,0.142857143
RI,44,8/14/21,157589,0,252,2744,0,0.142857143
RI,44,8/15/21,158051,462,318,2744,0,0.142857143
RI,44,8/16/21,158283,232,274.8571429,2747,3,0.571428571
RI,44,8/17/21,158614,331,296.4285714,2747,0,0.428571429
RI,44,8/18/21,159019,405,313.5714286,2748,1,0.571428571
RI,44,8/19/21,159355,336,309.5714286,2752,4,1.142857143
RI,44,8/20/21,159355,0,252.2857143,2752,0,1.142857143
RI,44,8/21/21,159710,355,303,2753,1,1.285714286
RI,44,8/22/21,160236,526,312.1428571,2757,4,1.857142857
RI,44,8/23/21,160329,93,292.2857143,2757,0,1.428571429
RI,44,8/24/21,160565,236,278.7142857,2759,2,1.714285714
RI,44,8/25/21,160948,383,275.5714286,2760,1,1.714285714
RI,44,8/26/21,161303,355,278.2857143,2762,2,1.428571429
RI,44,8/27/21,161303,0,278.2857143,2762,0,1.428571429
RI,44,8/28/21,161701,398,284.4285714,2764,2,1.571428571
RI,44,8/29/21,162117,416,268.7142857,2766,2,1.285714286
RI,44,8/30/21,162325,208,285.1428571,2769,3,1.714285714
RI,44,8/31/21,162617,292,293.1428571,2770,1,1.571428571
RI,44,9/1/21,162969,352,288.7142857,2772,2,1.714285714
RI,44,9/2/21,163388,419,297.8571429,2772,0,1.428571429
RI,44,9/3/21,163388,0,297.8571429,2772,0,1.428571429
RI,44,9/4/21,163388,0,241,2772,0,1.142857143
RI,44,9/5/21,163742,354,232.1428571,2773,1,1
RI,44,9/6/21,164420,678,299.2857143,2776,3,1
RI,44,9/7/21,164648,228,290.1428571,2778,2,1.142857143
RI,44,9/8/21,165128,480,308.4285714,2786,8,2
RI,44,9/9/21,165454,326,295.1428571,2787,1,2.142857143
RI,44,9/10/21,165454,0,295.1428571,2787,0,2.142857143
RI,44,9/11/21,165849,395,351.5714286,2793,6,3
RI,44,9/12/21,166489,640,392.4285714,2799,6,3.714285714
RI,44,9/13/21,166811,322,341.5714286,2802,3,3.714285714
RI,44,9/14/21,167245,434,371,2808,6,4.285714286
RI,44,9/15/21,167653,408,360.7142857,2809,1,3.285714286
RI,44,9/16/21,167653,0,314.1428571,2809,0,3.142857143
RI,44,9/17/21,167975,322,360.1428571,2810,1,3.285714286
RI,44,9/18/21,168449,474,371.4285714,2812,2,2.714285714
RI,44,9/19/21,169049,600,365.7142857,2814,2,2.142857143
RI,44,9/20/21,169350,301,362.7142857,2815,1,1.857142857
RI,44,9/21/21,169686,336,348.7142857,2816,1,1.142857143
RI,44,9/22/21,170008,322,336.4285714,2819,3,1.428571429
RI,44,9/23/21,170293,285,377.1428571,2820,1,1.571428571
RI,44,9/24/21,170293,0,331.1428571,2820,0,1.428571429
RI,44,9/25/21,170700,407,321.5714286,2823,3,1.571428571
RI,44,9/26/21,171200,500,307.2857143,2829,6,2.142857143
RI,44,9/27/21,171451,251,300.1428571,2832,3,2.428571429
RI,44,9/28/21,171751,300,295,2834,2,2.571428571
RI,44,9/29/21,172064,313,293.7142857,2836,2,2.428571429
RI,44,9/30/21,172361,297,295.4285714,2838,2,2.571428571
RI,44,10/1/21,172361,0,295.4285714,2838,0,2.571428571
RI,44,10/2/21,172719,358,288.4285714,2838,0,2.142857143
RI,44,10/3/21,173143,424,277.5714286,2840,2,1.571428571
RI,44,10/4/21,173357,214,272.2857143,2843,3,1.571428571
RI,44,10/5/21,173603,246,264.5714286,2845,2,1.571428571
RI,44,10/6/21,173955,352,270.1428571,2852,7,2.285714286
RI,44,10/7/21,174171,216,258.5714286,2852,0,2
RI,44,10/8/21,174171,0,258.5714286,2852,0,2
RI,44,10/9/21,174570,399,264.4285714,2854,2,2.285714286
RI,44,10/10/21,174570,0,203.8571429,2854,0,2
RI,44,10/11/21,174570,0,173.2857143,2854,0,1.571428571
RI,44,10/12/21,174570,0,138.1428571,2854,0,1.285714286
RI,44,10/13/21,175777,1207,260.2857143,2857,3,0.714285714
RI,44,10/14/21,176090,313,274.1428571,2860,3,1.142857143
RI,44,10/15/21,176405,315,319.1428571,2860,0,1.142857143
RI,44,10/16/21,176405,0,262.1428571,2860,0,0.857142857
RI,44,10/17/21,176835,430,323.5714286,2860,0,0.857142857
RI,44,10/18/21,177052,217,354.5714286,2861,1,1
RI,44,10/19/21,177315,263,392.1428571,2868,7,2
RI,44,10/20/21,177572,257,256.4285714,2871,3,2
RI,44,10/21/21,177804,232,244.8571429,2871,0,1.571428571
RI,44,10/22/21,177998,194,227.5714286,2872,1,1.714285714
RI,44,10/23/21,177998,0,227.5714286,2872,0,1.714285714
RI,44,10/24/21,177998,0,166.1428571,2872,0,1.714285714
RI,44,10/25/21,178461,463,201.2857143,2874,2,1.857142857
RI,44,10/26/21,178461,0,163.7142857,2874,0,0.857142857
RI,44,10/27/21,178461,0,127,2874,0,0.428571429
RI,44,10/28/21,178461,0,93.85714286,2874,0,0.428571429
RI,44,10/29/21,179405,944,201,2878,4,0.857142857
RI,44,10/30/21,179405,0,201,2878,0,0.857142857
RI,44,10/31/21,179405,0,201,2878,0,0.857142857
RI,44,11/1/21,179405,0,134.8571429,2878,0,0.571428571
RI,44,11/2/21,179405,0,134.8571429,2878,0,0.571428571
RI,44,11/3/21,179405,0,134.8571429,2878,0,0.571428571
RI,44,11/4/21,179405,0,134.8571429,2878,0,0.571428571
RI,44,11/5/21,181079,1674,239.1428571,2881,3,0.428571429
RI,44,11/6/21,181079,0,239.1428571,2881,0,0.428571429
RI,44,11/7/21,181079,0,239.1428571,2881,0,0.428571429
RI,44,11/8/21,181835,756,347.1428571,2882,1,0.571428571
RI,44,11/9/21,182175,340,395.7142857,2884,2,0.857142857
RI,44,11/10/21,182486,311,440.1428571,2887,3,1.285714286
RI,44,11/11/21,182486,0,440.1428571,2887,0,1.285714286
RI,44,11/12/21,183257,771,311.1428571,2890,3,1.285714286
RI,44,11/13/21,183257,0,311.1428571,2890,0,1.285714286
RI,44,11/14/21,183257,0,311.1428571,2890,0,1.285714286
RI,44,11/15/21,183257,0,203.1428571,2890,0,1.142857143
RI,44,11/16/21,183257,0,154.5714286,2890,0,0.857142857
RI,44,11/17/21,183257,0,110.1428571,2890,0,0.428571429
RI,44,11/18/21,185799,2542,473.2857143,2903,13,2.285714286
RI,44,11/19/21,186387,588,447.1428571,2906,3,2.285714286
RI,44,11/20/21,186387,0,447.1428571,2906,0,2.285714286
RI,44,11/21/21,186387,0,447.1428571,2906,0,2.285714286
RI,44,11/22/21,187531,1144,610.5714286,2913,7,3.285714286
RI,44,11/23/21,188135,604,696.8571429,2913,0,3.285714286
RI,44,11/24/21,188561,426,757.7142857,2915,2,3.571428571
RI,44,11/25/21,188561,0,394.5714286,2915,0,1.714285714
RI,44,11/26/21,188561,0,310.5714286,2915,0,1.285714286
RI,44,11/27/21,190007,1446,517.1428571,2915,0,1.285714286
RI,44,11/28/21,190489,482,586,2915,0,1.285714286
RI,44,11/29/21,190975,486,492,2927,12,2
RI,44,11/30/21,191884,909,535.5714286,2934,7,3
RI,44,12/1/21,192811,927,607.1428571,2937,3,3.142857143
RI,44,12/2/21,193714,903,736.1428571,2939,2,3.428571429
RI,44,12/3/21,194858,1144,899.5714286,2941,2,3.714285714
RI,44,12/4/21,194858,0,693,2941,0,3.714285714
RI,44,12/5/21,194858,0,624.1428571,2941,0,3.714285714
RI,44,12/6/21,196949,2091,853.4285714,2948,7,3
RI,44,12/7/21,198036,1087,878.8571429,2949,1,2.142857143
RI,44,12/8/21,198729,693,845.4285714,2949,0,1.714285714
RI,44,12/9/21,200197,1468,926.1428571,2951,2,1.714285714
RI,44,12/10/21,201275,1078,916.7142857,2957,6,2.285714286
RI,44,12/11/21,201275,0,916.7142857,2957,0,2.285714286
RI,44,12/12/21,201275,0,916.7142857,2957,0,2.285714286
RI,44,12/13/21,203708,2433,965.5714286,2969,12,3
RI,44,12/14/21,205292,1584,1036.571429,2978,9,4.142857143
RI,44,12/15/21,206464,1172,1105,2982,4,4.714285714
RI,44,12/16/21,207556,1092,1051.285714,2985,3,4.857142857
RI,44,12/17/21,208753,1197,1068.285714,2992,7,5
RI,44,12/18/21,208753,0,1068.285714,2992,0,5
RI,44,12/19/21,208753,0,1068.285714,2992,0,5
RI,44,12/20/21,212715,3962,1286.714286,2998,6,4.142857143
RI,44,12/21/21,213730,1015,1205.428571,3006,8,4
RI,44,12/22/21,215541,1811,1296.714286,3015,9,4.714285714
RI,44,12/23/21,217228,1687,1381.714286,3018,3,4.714285714
RI,44,12/24/21,219135,1907,1483.142857,3030,12,5.428571429
RI,44,12/25/21,220305,1170,1650.285714,3034,4,6
RI,44,12/26/21,220469,164,1673.714286,3042,8,7.142857143
RI,44,12/27/21,221606,1137,1270.142857,3043,1,6.428571429
RI,44,12/28/21,223985,2379,1465,3046,3,5.714285714
RI,44,12/29/21,227178,3193,1662.428571,3062,16,6.714285714
RI,44,12/30/21,231096,3918,1981.142857,3066,4,6.857142857
RI,44,12/31/21,231096,0,1708.714286,3066,0,5.142857143
RI,44,1/1/22,238971,7875,2666.571429,3084,18,7.142857143
RI,44,1/2/22,241083,2112,2944.857143,3090,6,6.857142857
RI,44,1/3/22,243183,2100,3082.428571,3092,2,7
RI,44,1/4/22,247324,4141,3334.142857,3096,4,7.142857143
RI,44,1/5/22,253192,5868,3716.285714,3107,11,6.428571429
RI,44,1/6/22,260110,6918,4144.857143,3112,5,6.571428571
RI,44,1/7/22,266066,5956,4995.714286,3121,9,7.857142857
RI,44,1/8/22,266066,0,3870.714286,3121,0,5.285714286
RI,44,1/9/22,266066,0,3569,3121,0,4.428571429
RI,44,1/10/22,281092,15026,5415.571429,3143,22,7.285714286
RI,44,1/11/22,286503,5411,5597,3150,7,7.714285714
RI,44,1/12/22,291460,4957,5466.857143,3157,7,7.142857143
RI,44,1/13/22,296304,4844,5170.571429,3163,6,7.285714286
RI,44,1/14/22,302109,5805,5149,3175,12,7.714285714
RI,44,1/15/22,302109,0,5149,3175,0,7.714285714
RI,44,1/16/22,302109,0,5149,3175,0,7.714285714
RI,44,1/17/22,313700,11591,4658.285714,3188,13,6.428571429
RI,44,1/18/22,317344,3644,4405.857143,3200,12,7.142857143
RI,44,1/19/22,320617,3273,4165.285714,3215,15,8.285714286
RI,44,1/20/22,324234,3617,3990,3224,9,8.714285714
RI,44,1/21/22,327109,2875,3571.428571,3240,16,9.285714286
RI,44,1/22/22,327109,0,3571.428571,3240,0,9.285714286
RI,44,1/23/22,327109,0,3571.428571,3240,0,9.285714286
RI,44,1/24/22,334127,7018,2918.142857,3265,25,11
RI,44,1/25/22,336031,1904,2669.571429,3270,5,10
RI,44,1/26/22,337949,1918,2476,3277,7,8.857142857
RI,44,1/27/22,339571,1622,2191,3288,11,9.142857143
SC,45,1/22/20,0,,,0,,
SC,45,1/23/20,0,0,,0,0,
SC,45,1/24/20,0,0,,0,0,
SC,45,1/25/20,0,0,,0,0,
SC,45,1/26/20,0,0,,0,0,
SC,45,1/27/20,0,0,,0,0,
SC,45,1/28/20,0,0,,0,0,
SC,45,1/29/20,0,0,0,0,0,0
SC,45,1/30/20,0,0,0,0,0,0
SC,45,1/31/20,0,0,0,0,0,0
SC,45,2/1/20,0,0,0,0,0,0
SC,45,2/2/20,0,0,0,0,0,0
SC,45,2/3/20,0,0,0,0,0,0
SC,45,2/4/20,0,0,0,0,0,0
SC,45,2/5/20,0,0,0,0,0,0
SC,45,2/6/20,0,0,0,0,0,0
SC,45,2/7/20,0,0,0,0,0,0
SC,45,2/8/20,0,0,0,0,0,0
SC,45,2/9/20,0,0,0,0,0,0
SC,45,2/10/20,0,0,0,0,0,0
SC,45,2/11/20,0,0,0,0,0,0
SC,45,2/12/20,0,0,0,0,0,0
SC,45,2/13/20,0,0,0,0,0,0
SC,45,2/14/20,0,0,0,0,0,0
SC,45,2/15/20,0,0,0,0,0,0
SC,45,2/16/20,0,0,0,0,0,0
SC,45,2/17/20,0,0,0,0,0,0
SC,45,2/18/20,0,0,0,0,0,0
SC,45,2/19/20,0,0,0,0,0,0
SC,45,2/20/20,0,0,0,0,0,0
SC,45,2/21/20,0,0,0,0,0,0
SC,45,2/22/20,0,0,0,0,0,0
SC,45,2/23/20,0,0,0,0,0,0
SC,45,2/24/20,0,0,0,0,0,0
SC,45,2/25/20,0,0,0,0,0,0
SC,45,2/26/20,0,0,0,0,0,0
SC,45,2/27/20,0,0,0,0,0,0
SC,45,2/28/20,0,0,0,0,0,0
SC,45,2/29/20,0,0,0,0,0,0
SC,45,3/1/20,0,0,0,0,0,0
SC,45,3/2/20,0,0,0,0,0,0
SC,45,3/3/20,0,0,0,0,0,0
SC,45,3/4/20,0,0,0,0,0,0
SC,45,3/5/20,0,0,0,0,0,0
SC,45,3/6/20,2,2,0.285714286,0,0,0
SC,45,3/7/20,5,3,0.714285714,0,0,0
SC,45,3/8/20,7,2,1,0,0,0
SC,45,3/9/20,9,2,1.285714286,0,0,0
SC,45,3/10/20,10,1,1.428571429,0,0,0
SC,45,3/11/20,12,2,1.714285714,0,0,0
SC,45,3/12/20,13,1,1.857142857,0,0,0
SC,45,3/13/20,13,0,1.571428571,0,0,0
SC,45,3/14/20,19,6,2,0,0,0
SC,45,3/15/20,28,9,3,0,0,0
SC,45,3/16/20,33,5,3.428571429,1,1,0.142857143
SC,45,3/17/20,47,14,5.285714286,1,0,0.142857143
SC,45,3/18/20,60,13,6.857142857,1,0,0.142857143
SC,45,3/19/20,80,20,9.571428571,1,0,0.142857143
SC,45,3/20/20,124,44,15.85714286,1,0,0.142857143
SC,45,3/21/20,171,47,21.71428571,3,2,0.428571429
SC,45,3/22/20,193,22,23.57142857,3,0,0.428571429
SC,45,3/23/20,297,104,37.71428571,4,1,0.428571429
SC,45,3/24/20,340,43,41.85714286,7,3,0.857142857
SC,45,3/25/20,424,84,52,7,0,0.857142857
SC,45,3/26/20,453,29,53.28571429,9,2,1.142857143
SC,45,3/27/20,539,86,59.28571429,9,0,1.142857143
SC,45,3/28/20,660,121,69.85714286,15,6,1.714285714
SC,45,3/29/20,774,114,83,16,1,1.857142857
SC,45,3/30/20,925,151,89.71428571,18,2,2
SC,45,3/31/20,1083,158,106.1428571,22,4,2.142857143
SC,45,4/1/20,1293,210,124.1428571,25,3,2.571428571
SC,45,4/2/20,1553,260,157.1428571,31,6,3.142857143
SC,45,4/3/20,1699,146,165.7142857,34,3,3.571428571
SC,45,4/4/20,1913,214,179,40,6,3.571428571
SC,45,4/5/20,2048,135,182,44,4,4
SC,45,4/6/20,2230,182,186.4285714,48,4,4.285714286
SC,45,4/7/20,2415,185,190.2857143,52,4,4.285714286
SC,45,4/8/20,2551,136,179.7142857,63,11,5.428571429
SC,45,4/9/20,2792,241,177,67,4,5.142857143
SC,45,4/10/20,3064,272,195,72,5,5.428571429
SC,45,4/11/20,3064,0,164.4285714,72,0,4.571428571
SC,45,4/12/20,3311,247,180.4285714,82,10,5.428571429
SC,45,4/13/20,3438,127,172.5714286,82,0,4.857142857
SC,45,4/14/20,3553,115,162.5714286,95,13,6.142857143
SC,45,4/15/20,3659,106,158.2857143,104,9,5.857142857
SC,45,4/16/20,3915,256,160.4285714,109,5,6
SC,45,4/17/20,4081,166,145.2857143,116,7,6.285714286
SC,45,4/18/20,4241,160,168.1428571,119,3,6.714285714
SC,45,4/19/20,4369,128,151.1428571,120,1,5.428571429
SC,45,4/20/20,4434,65,142.2857143,124,4,6
SC,45,4/21/20,4605,171,150.2857143,135,11,5.714285714
SC,45,4/22/20,4758,153,157,140,5,5.142857143
SC,45,4/23/20,4916,158,143,150,10,5.857142857
SC,45,4/24/20,5068,152,141,158,8,6
SC,45,4/25/20,5243,175,143.1428571,166,8,6.714285714
SC,45,4/26/20,5243,0,124.8571429,166,0,6.571428571
SC,45,4/27/20,5611,368,168.1428571,177,11,7.571428571
SC,45,4/28/20,5734,123,161.2857143,192,15,8.142857143
SC,45,4/29/20,5881,147,160.4285714,232,40,13.14285714
SC,45,4/30/20,6095,214,168.4285714,244,12,13.42857143
SC,45,5/1/20,6254,159,169.4285714,256,12,14
SC,45,5/2/20,6485,231,177.4285714,267,11,14.42857143
SC,45,5/3/20,6617,132,196.2857143,275,8,15.57142857
SC,45,5/4/20,6748,131,162.4285714,282,7,15
SC,45,5/5/20,6836,88,157.4285714,295,13,14.71428571
SC,45,5/6/20,6935,99,150.5714286,304,9,10.28571429
SC,45,5/7/20,7139,204,149.1428571,315,11,10.14285714
SC,45,5/8/20,7364,225,158.5714286,319,4,9
SC,45,5/9/20,7528,164,149,329,10,8.857142857
SC,45,5/10/20,7649,121,147.4285714,330,1,7.857142857
SC,45,5/11/20,7780,131,147.4285714,343,13,8.714285714
SC,45,5/12/20,7902,122,152.2857143,352,9,8.142857143
SC,45,5/13/20,8026,124,155.8571429,361,9,8.142857143
SC,45,5/14/20,8189,163,150,370,9,7.857142857
SC,45,5/15/20,8401,212,148.1428571,379,9,8.571428571
SC,45,5/16/20,8658,257,161.4285714,380,1,7.285714286
SC,45,5/17/20,8811,153,166,385,5,7.857142857
SC,45,5/18/20,8934,123,164.8571429,391,6,6.857142857
SC,45,5/19/20,9050,116,164,399,8,6.714285714
SC,45,5/20/20,9172,122,163.7142857,407,8,6.571428571
SC,45,5/21/20,9378,206,169.8571429,416,9,6.571428571
SC,45,5/22/20,9636,258,176.4285714,419,3,5.714285714
SC,45,5/23/20,9895,259,176.7142857,425,6,6.428571429
SC,45,5/24/20,10092,197,183,435,10,7.142857143
SC,45,5/25/20,10177,85,177.5714286,440,5,7
SC,45,5/26/20,10415,238,195,446,6,6.714285714
SC,45,5/27/20,10622,207,207.1428571,466,20,8.428571429
SC,45,5/28/20,10788,166,201.4285714,470,4,7.714285714
SC,45,5/29/20,11131,343,213.5714286,483,13,9.142857143
SC,45,5/30/20,11829,698,276.2857143,483,0,8.285714286
SC,45,5/31/20,11859,30,252.4285714,494,11,8.428571429
SC,45,6/1/20,12143,284,280.8571429,500,6,8.571428571
SC,45,6/2/20,12412,269,285.2857143,501,1,7.857142857
SC,45,6/3/20,12647,235,289.2857143,518,17,7.428571429
SC,45,6/4/20,12996,349,315.4285714,525,7,7.857142857
SC,45,6/5/20,13441,445,330,538,13,7.857142857
SC,45,6/6/20,13914,473,297.8571429,545,7,8.857142857
SC,45,6/7/20,14284,370,346.4285714,546,1,7.428571429
SC,45,6/8/20,14796,512,379,557,11,8.142857143
SC,45,6/9/20,15220,424,401.1428571,568,11,9.571428571
SC,45,6/10/20,15758,538,444.4285714,575,7,8.142857143
SC,45,6/11/20,16437,679,491.5714286,587,12,8.857142857
SC,45,6/12/20,17170,733,532.7142857,592,5,7.714285714
SC,45,6/13/20,17955,785,577.2857143,598,6,7.571428571
SC,45,6/14/20,18795,840,644.4285714,599,1,7.571428571
SC,45,6/15/20,19376,581,654.2857143,601,2,6.285714286
SC,45,6/16/20,19990,614,681.4285714,606,5,5.428571429
SC,45,6/17/20,20550,560,684.5714286,617,11,6
SC,45,6/18/20,21527,977,727.1428571,620,3,4.714285714
SC,45,6/19/20,22608,1081,776.8571429,638,18,6.571428571
SC,45,6/20/20,23756,1148,828.7142857,643,5,6.428571429
SC,45,6/21/20,24659,903,837.7142857,652,9,7.571428571
SC,45,6/22/20,25653,994,896.7142857,657,5,8
SC,45,6/23/20,26571,918,940.1428571,673,16,9.571428571
SC,45,6/24/20,27841,1270,1041.571429,683,10,9.428571429
SC,45,6/25/20,28958,1117,1061.571429,691,8,10.14285714
SC,45,6/26/20,30262,1304,1093.428571,692,1,7.714285714
SC,45,6/27/20,31850,1588,1156.285714,707,15,9.142857143
SC,45,6/28/20,33221,1371,1223.142857,712,5,8.571428571
SC,45,6/29/20,34546,1325,1270.428571,717,5,8.571428571
SC,45,6/30/20,36297,1751,1389.428571,735,18,8.857142857
SC,45,7/1/20,37809,1512,1424,759,24,10.85714286
SC,45,7/2/20,39587,1778,1518.428571,777,18,12.28571429
SC,45,7/3/20,41413,1826,1593,786,9,13.42857143
SC,45,7/4/20,43260,1847,1630,805,19,14
SC,45,7/5/20,44717,1457,1642.285714,813,8,14.42857143
SC,45,7/6/20,46246,1529,1671.428571,818,5,14.42857143
SC,45,7/7/20,47214,968,1559.571429,838,20,14.71428571
SC,45,7/8/20,48770,1556,1565.857143,876,38,16.71428571
SC,45,7/9/20,50547,1777,1565.714286,898,22,17.28571429
SC,45,7/10/20,52270,1723,1551,922,24,19.42857143
SC,45,7/11/20,54538,2268,1611.142857,940,18,19.28571429
SC,45,7/12/20,56485,1947,1681.142857,950,10,19.57142857
SC,45,7/13/20,58003,1518,1679.571429,961,11,20.42857143
SC,45,7/14/20,60220,2217,1858,984,23,20.85714286
SC,45,7/15/20,62071,1851,1900.142857,984,0,15.42857143
SC,45,7/16/20,63880,1809,1904.714286,1053,69,22.14285714
SC,45,7/17/20,65857,1977,1941,1078,25,22.28571429
SC,45,7/18/20,67396,1539,1836.857143,1117,39,25.28571429
SC,45,7/19/20,69765,2369,1897.142857,1138,21,26.85714286
SC,45,7/20/20,71213,1448,1887.142857,1147,9,26.57142857
SC,45,7/21/20,73101,1888,1840.142857,1203,56,31.28571429
SC,45,7/22/20,74761,1660,1812.857143,1242,39,36.85714286
SC,45,7/23/20,76315,1554,1776.428571,1294,52,34.42857143
SC,45,7/24/20,78298,1983,1777.285714,1339,45,37.28571429
SC,45,7/25/20,79674,1376,1754,1411,72,42
SC,45,7/26/20,80852,1178,1583.857143,1436,25,42.57142857
SC,45,7/27/20,82068,1216,1550.714286,1452,16,43.57142857
SC,45,7/28/20,83719,1651,1516.857143,1452,0,35.57142857
SC,45,7/29/20,85416,1697,1522.142857,1551,99,44.14285714
SC,45,7/30/20,87113,1697,1542.571429,1599,48,43.57142857
SC,45,7/31/20,88523,1410,1460.714286,1646,47,43.85714286
SC,45,8/1/20,90076,1553,1486,1683,37,38.85714286
SC,45,8/2/20,91257,1181,1486.428571,1709,26,39
SC,45,8/3/20,92403,1146,1476.428571,1721,12,38.42857143
SC,45,8/4/20,93604,1201,1412.142857,1774,53,46
SC,45,8/5/20,94837,1233,1345.857143,1819,45,38.28571429
SC,45,8/6/20,96132,1295,1288.428571,1872,53,39
SC,45,8/7/20,98739,2607,1459.428571,1916,44,38.57142857
SC,45,8/8/20,98742,3,1238,1916,0,33.28571429
SC,45,8/9/20,100429,1687,1310.285714,2029,113,45.71428571
SC,45,8/10/20,101123,694,1245.714286,2046,17,46.42857143
SC,45,8/11/20,102130,1007,1218,2097,51,46.14285714
SC,45,8/12/20,103892,1762,1293.571429,2186,89,52.42857143
SC,45,8/13/20,103892,0,1108.571429,2186,0,44.85714286
SC,45,8/14/20,104841,949,871.7142857,2204,18,41.14285714
SC,45,8/15/20,105882,1041,1020,2259,55,49
SC,45,8/16/20,106493,611,866.2857143,2268,9,34.14285714
SC,45,8/17/20,106949,456,832.2857143,2287,19,34.42857143
SC,45,8/18/20,107670,721,791.4285714,2341,54,34.85714286
SC,45,8/19/20,108410,740,645.4285714,2358,17,24.57142857
SC,45,8/20/20,109319,909,775.2857143,2399,41,30.42857143
SC,45,8/21/20,110378,1059,791,2458,59,36.28571429
SC,45,8/22/20,111294,916,773.1428571,2490,32,33
SC,45,8/23/20,111981,687,784,2501,11,33.28571429
SC,45,8/24/20,112540,559,798.7142857,2508,7,31.57142857
SC,45,8/25/20,113486,946,830.8571429,2527,19,26.57142857
SC,45,8/26/20,114087,601,811,2572,45,30.57142857
SC,45,8/27/20,114598,511,754.1428571,2627,55,32.57142857
SC,45,8/28/20,115951,1353,796.1428571,2654,27,28
SC,45,8/29/20,117249,1298,850.7142857,2698,44,29.71428571
SC,45,8/30/20,118313,1064,904.5714286,2709,11,29.71428571
SC,45,8/31/20,118988,675,921.1428571,2720,11,30.28571429
SC,45,9/1/20,119841,853,907.8571429,2757,37,32.85714286
SC,45,9/2/20,120503,662,916.5714286,2794,37,31.71428571
SC,45,9/3/20,121696,1193,1014,2807,13,25.71428571
SC,45,9/4/20,123324,1628,1053.285714,2844,37,27.14285714
SC,45,9/5/20,124287,963,1005.428571,2876,32,25.42857143
SC,45,9/6/20,124945,658,947.4285714,2886,10,25.28571429
SC,45,9/7/20,125547,602,937,2906,20,26.57142857
SC,45,9/8/20,125881,334,862.8571429,2911,5,22
SC,45,9/9/20,126176,295,810.4285714,2939,28,20.71428571
SC,45,9/10/20,126592,416,699.4285714,2974,35,23.85714286
SC,45,9/11/20,129045,2453,817.2857143,3023,49,25.57142857
SC,45,9/12/20,129978,933,813,3039,16,23.28571429
SC,45,9/13/20,131864,1886,988.4285714,3061,22,25
SC,45,9/14/20,132671,807,1017.714286,3074,13,24
SC,45,9/15/20,133470,799,1084.142857,3095,21,26.28571429
SC,45,9/16/20,134120,650,1134.857143,3128,33,27
SC,45,9/17/20,135444,1324,1264.571429,3153,25,25.57142857
SC,45,9/18/20,136318,874,1039,3173,20,21.42857143
SC,45,9/19/20,137239,921,1037.285714,3184,11,20.71428571
SC,45,9/20/20,137708,469,834.8571429,3196,12,19.28571429
SC,45,9/21/20,138123,415,778.8571429,3208,12,19.14285714
SC,45,9/22/20,140787,2664,1045.285714,3237,29,20.28571429
SC,45,9/23/20,141686,899,1080.857143,3261,24,19
